OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025GL,2026-08-16T08:50:49.066944,14.24257153,.00157129,99.4906,13.8631,107.0902,253.1996,0,U,29890,999,951,.28767623E-3,.614E-5,0
FENGYUN 1C DEB,1999-025GM,2026-08-16T13:32:26.863584,14.00233288,.0056364,98.7356,224.6129,299.4899,176.9620,0,U,29891,999,99942,.88362905E-4,.9E-6,0
FENGYUN 1C DEB,1999-025GN,2026-08-16T11:11:35.091168,14.36690769,.01758404,99.1983,36.8319,300.5062,80.4915,0,U,29892,999,188,.49529654E-3,.1684E-4,0
FENGYUN 1C DEB,1999-025GP,2026-08-16T16:06:35.587872,13.79560574,.01725766,98.5427,305.9241,204.8547,310.7977,0,U,29893,999,98544,.13527985E-3,.118E-5,0
FENGYUN 1C DEB,1999-025GQ,2026-08-16T22:57:23.762592,13.81254546,.01696261,99.4597,289.0388,112.5339,61.0890,0,U,29894,999,98489,.20694558E-3,.201E-5,0
FENGYUN 1C DEB,1999-025GR,2026-08-16T07:36:26.309088,14.11330710,.02948177,99.9039,6.4575,30.3001,27.8871,0,U,29895,999,98999,.44939181E-3,.1165E-4,0
FENGYUN 1C DEB,1999-025GS,2026-08-12T23:25:50.617056,13.65602818,.02378716,99.3983,114.7546,195.3975,179.0744,0,U,29896,999,97362,.21556698E-3,.171E-5,0
FENGYUN 1C DEB,1999-025GT,2026-08-16T12:54:51.410592,13.58059357,.02948934,98.6119,67.9943,215.7095,169.6103,0,U,29897,999,96289,.11618249E-2,.1078E-4,0
FENGYUN 1C DEB,1999-025GU,2026-08-16T21:28:50.151360,13.72374480,.04179015,98.2347,191.9423,241.6521,139.8008,0,U,29898,999,96549,.76096367E-3,.1263E-4,0
FENGYUN 1C DEB,1999-025GV,2026-08-16T18:51:08.317152,13.37572955,.03532056,98.6986,353.5776,177.7916,182.4875,0,U,29899,999,95387,.1655109E-3,.9E-6,0
FENGYUN 1C DEB,1999-025GX,2026-08-16T21:06:14.778144,13.33395602,.03788994,98.7787,9.4463,29.9537,119.8978,0,U,29901,999,95212,.11728831E-3,.52E-6,0
FENGYUN 1C DEB,1999-025HA,2026-08-16T10:25:02.036640,14.45225566,.02053168,99.0115,286.7665,304.7473,53.4534,0,U,29904,999,2620,.10508079E-3,.413E-5,0
FENGYUN 1C DEB,1999-025HC,2026-08-16T19:07:42.460608,14.53534721,.00355166,98.7136,346.0736,119.9000,240.5731,0,U,29906,999,1740,.10310758E-2,.4291E-4,0
FENGYUN 1C DEB,1999-025HD,2026-08-16T16:38:05.044416,14.12773761,.00806303,99.0970,304.1747,275.3133,248.0134,0,U,29907,999,85,.62206478E-3,.1144E-4,0
FENGYUN 1C DEB,1999-025HF,2026-08-16T18:46:20.095392,14.59575807,.00344743,98.6425,346.8320,337.9378,179.3994,0,U,29909,999,2005,.83456923E-3,.395E-4,0
FENGYUN 1C DEB,1999-025HH,2026-08-16T21:16:27.469920,14.19517534,.00269252,98.6920,272.5867,158.3054,16.4171,0,U,29911,999,935,.36038927E-3,.719E-5,0
FENGYUN 1C DEB,1999-025HJ,2026-08-16T06:27:44.388000,14.45763363,.00403595,98.7418,337.5535,200.3628,189.7543,0,U,29912,999,1597,.74536663E-3,.2621E-4,0
FENGYUN 1C DEB,1999-025HK,2026-08-16T13:42:37.651104,14.07626375,.00615889,98.7971,225.8673,297.0261,190.7370,0,U,29913,999,427,.12993953E-3,.18E-5,0
FENGYUN 1C DEB,1999-025HL,2026-08-16T01:56:27.043584,14.03232651,.00361922,98.8216,254.4055,146.6991,279.6956,0,U,29914,999,240,.23610079E-3,.328E-5,0
FENGYUN 1C DEB,1999-025HN,2026-08-16T16:33:09.021600,13.57265833,.02709355,99.1848,236.9651,347.1529,75.1702,0,U,29916,999,96802,.34371422E-3,.27E-5,0
FENGYUN 1C DEB,1999-025HP,2026-08-16T13:16:14.970720,13.70980498,.02220064,98.8556,76.3849,192.0396,195.9667,0,U,29917,999,97512,.6650258E-3,.667E-5,0
FENGYUN 1C DEB,1999-025HQ,2026-08-16T04:58:02.923392,14.35384206,.00115497,98.8468,321.5308,315.2149,75.0985,0,U,29918,999,1328,.64703349E-3,.1812E-4,0
FENGYUN 1C DEB,1999-025HR,2026-08-16T08:06:54.593568,13.85236834,.0138005,98.5169,4.7902,29.1079,0.5255,0,U,29919,999,98949,.8025793E-4,.6E-6,0
FENGYUN 1C DEB,1999-025HS,2026-08-11T11:29:06.783936,14.04367265,.01237082,98.3757,64.4702,316.2984,42.8442,0,U,29920,999,99680,.46947094E-3,.76E-5,0
FENGYUN 1C DEB,1999-025HT,2026-08-16T22:43:22.706112,14.06921535,.00467627,98.7880,233.0531,93.8811,296.0725,0,U,29921,999,352,.34357271E-3,.536E-5,0
